,POS,Pitch accent
1343,形容詞,1
1344,動詞,0
1345,助詞,1
1346,代名詞,0
1347,動詞,0
1348,名詞,0
1349,名詞,2
1350,名詞,3
1351,助動詞,10
1352,動詞,0
1353,助詞,0
1354,助詞,0
1355,代名詞,1
1356,代名詞,2
1357,接続詞,1
1358,動詞,1
1359,助詞,0
1360,名詞,1
1361,動詞,0
1362,副詞,1
1363,助詞,0
1364,形容詞,1
1365,副詞,0
1366,副詞,1
1367,助詞,0
1368,接続詞,1
1369,形容詞,0
1370,動詞,2
1371,動詞,0
1372,接続詞,0
1373,名詞,2
1374,代名詞,1
1375,代名詞,2
1376,形状詞,0
1377,名詞,0
1378,助詞,0
1379,接続詞,1
1380,動詞,2
1381,助詞,0
1382,接続詞,1
1383,動詞,2
1384,名詞,0
1385,名詞,0
1386,名詞,2
1387,名詞,3
1388,名詞,2
1389,助詞,1
1390,名詞,0
1391,名詞,1
1392,名詞,2
1393,名詞,3
1394,動詞,0
1395,名詞,0
1396,名詞,2
1397,名詞,3
1398,助動詞,10
1399,動詞,0
1400,助詞,0
1401,助詞,0
1402,代名詞,1
1403,代名詞,2
1404,接続詞,1
1405,動詞,1
1406,助詞,0
1407,名詞,1
1408,動詞,0
1409,副詞,1
1410,助詞,0
1411,形容詞,1
1412,副詞,0
1413,副詞,1
1414,助詞,0
1415,接続詞,1
1416,形容詞,0
1417,動詞,2
1418,動詞,0
1419,接続詞,0
1420,名詞,2
1421,代名詞,1
1422,代名詞,2
1423,形状詞,0
1424,名詞,0
1425,助詞,0
1426,接続詞,1
1427,動詞,2
1428,助詞,0
1429,接続詞,1
1430,動詞,2
1431,名詞,1
1432,名詞,0
1433,名詞,3
1434,名詞,0
1435,名詞,1
1436,名詞,1
1437,名詞,3
1438,名詞,2
1439,名詞,1
1440,形容詞,4
1441,名詞,0
1442,助詞,0
1443,接続詞,1
1444,名詞,1
1445,接続詞,1
1446,形容詞,2
1447,助詞,0
1448,助動詞,0
1449,動詞,1
1450,接続詞,1
1451,名詞,3
1452,名詞,1
1453,名詞,1
1454,助詞,0
1455,名詞,1
1456,助動詞,0
1457,動詞,2
1458,助詞,0
1459,動詞,3
1460,副詞,0
1461,動詞,0
1462,助詞,0
1463,名詞,1
1464,動詞,0
1465,名詞,0
1466,名詞,2
1467,名詞,3
1468,助動詞,10
1469,動詞,0
1470,助詞,0
1471,助詞,0
1472,代名詞,1
1473,代名詞,2
1474,名詞,3
1475,助詞,0
1476,名詞,1
1477,動詞,0
1478,副詞,1
1479,助詞,0
1480,形容詞,1
1481,副詞,0
1482,副詞,1
1483,助詞,0
1484,接続詞,1
1485,接続詞,0
1486,代名詞,1
1487,動詞,0
1488,接続詞,0
1489,名詞,2
1490,代名詞,1
1491,代名詞,2
1492,助詞,1
1493,助詞,0
1494,名詞,0
1495,名詞,2
1496,助詞,0
1497,名詞,1
1498,動詞,2
1499,名詞,0
1500,名詞,4
1501,名詞,0
1502,接続詞,1
1503,動詞,3
1504,名詞,0
1505,助動詞,00
1506,形容詞,1
1507,接続詞,1
1508,名詞,0
1509,助詞,0
1510,助詞,0
1511,代名詞,1
1512,代名詞,2
1513,助動詞,1
1514,助動詞,10
1515,動詞,1
1516,助詞,1
1517,助詞,0
1518,代名詞,2
1519,助動詞,0
1520,副詞,1
1521,動詞,0
1522,助詞,0
1523,助詞,0
1524,代名詞,1
1525,代名詞,2
1526,助詞,0
1527,助動詞,0
1528,代名詞,1
1529,接続詞,0
1530,名詞,0
1531,名詞,3
1532,形容詞,1
1533,動詞,1
1534,名詞,3
1535,助動詞,10
1536,名詞,0
1537,接続詞,1
1538,副詞,1
1539,接続詞,1
1540,助動詞,0
1541,名詞,2
1542,助動詞,0
1543,動詞,5
1544,助詞,0
1545,形容詞,1
1546,動詞,3
1547,助詞,1
1548,助詞,0
1549,形容詞,1
1550,助詞,0
1551,形容詞,1
1552,助詞,0
1553,接続詞,1
1554,動詞,0
1555,助詞,0
1556,接続詞,1
1557,名詞,1
1558,助詞,0
1559,名詞,1
1560,助詞,0
1561,接続詞,1
1562,動詞,0
1563,助詞,0
1564,接続詞,1
1565,助詞,0
1566,名詞,1
1567,助動詞,1
1568,助動詞,1
1569,動詞,0
1570,助詞,0
1571,助詞,1
1572,名詞,3
1573,名詞,0
1574,助詞,0
1575,名詞,1
1576,助詞,0
1577,助詞,1
1578,名詞,2
1579,名詞,0
1580,動詞,0
1581,名詞,3
1582,名詞,1
1583,助詞,0
1584,名詞,1
1585,助詞,0
1586,代名詞,1
1587,助詞,1
1588,名詞,0
1589,助動詞,00
1590,動詞,1
1591,代名詞,1
1592,代名詞,2
1593,接続詞,1
1594,名詞,2
1595,助詞,0
1596,名詞,1
1597,助詞,1
1598,助詞,0
1599,形容詞,1
1600,助詞,0
1601,形容詞,1
1602,助動詞,10
1603,名詞,0
1604,接続詞,1
1605,動詞,3
1606,名詞,0
1607,助詞,0
1608,助詞,0
1609,代名詞,1
1610,代名詞,2
1611,助詞,0
1612,形容詞,2
1613,接続詞,1
1614,接続詞,1
1615,動詞,1
1616,助詞,0
1617,名詞,2
1618,動詞,0
1619,助詞,0
1620,名詞,2
1621,動詞,1
1622,動詞,2
1623,動詞,0
1624,副詞,0
1625,助動詞,1
1626,名詞,2
1627,助動詞,1
1628,名詞,1
1629,動詞,0
1630,助詞,0
1631,名詞,1
1632,助詞,0
1633,名詞,1
1634,動詞,2
1635,接続詞,1
1636,名詞,1
1637,名詞,2
1638,助詞,0
1639,名詞,2
1640,名詞,3
1641,助詞,0
1642,助詞,0
1643,代名詞,1
1644,代名詞,2
1645,助詞,1
1646,助詞,0
1647,形容詞,1
1648,助詞,0
1649,形容詞,1
1650,名詞,1
1651,名詞,2
1652,名詞,1
1653,名詞,0
1654,助動詞,1
1655,動詞,0
1656,接続詞,1
1657,動詞,3
1658,助詞,0
1659,名詞,3
1660,形状詞,0
1661,動詞,0
1662,接続詞,1
1663,動詞,1
1664,接続詞,0
1665,名詞,0
1666,助動詞,1
1667,助動詞,1
1668,動詞,0
1669,助詞,0
1670,助詞,0
1671,名詞,1
1672,名詞,2
1673,連体詞,0
1674,名詞,5
1675,形容詞,1
1676,動詞,0
1677,名詞,1
1678,形容詞,1
1679,動詞,0
1680,名詞,1
1681,助詞,1
1682,助詞,0
1683,名詞,1
1684,代名詞,0
1685,代名詞,1
1686,代名詞,2
1687,感動詞,1
1688,名詞,1
1689,動詞,1
1690,動詞,2
1691,動詞,0
1692,名詞,2
1693,名詞,1
1694,動詞,0
1695,名詞,1
1696,動詞,0
1697,助動詞,110
1698,動詞,1
1699,接続詞,1
1700,助動詞,1
1701,名詞,2
1702,名詞,0
1703,名詞,1
1704,副詞,0
1705,動詞,2
1706,接続詞,0
1707,代名詞,1
1708,代名詞,2
1709,形容詞,1
1710,動詞,0
1711,助詞,0
1712,代名詞,1
1713,名詞,5
1714,形容詞,1
1715,動詞,0
1716,名詞,1
1717,形容詞,1
1718,動詞,0
1719,名詞,1
1720,名詞,1
1721,形容詞,3
1722,形容詞,0
1723,代名詞,0
1724,代名詞,1
1725,代名詞,2
1726,接続詞,1
1727,名詞,1
1728,助詞,0
1729,名詞,1
1730,助詞,1
1731,名詞,0
1732,名詞,1
1733,動詞,1
1734,助詞,1
1735,名詞,0
1736,動詞,1
1737,助詞,0
1738,名詞,1
1739,形状詞,0
1740,助動詞,1
1741,動詞,0
1742,接続詞,1
1743,名詞,3
1744,接続詞,1
1745,動詞,0
1746,動詞,2
1747,助詞,0
1748,名詞,2
1749,名詞,5
1750,形容詞,1
1751,動詞,0
1752,名詞,1
1753,形容詞,1
1754,動詞,0
1755,名詞,1
1756,名詞,0
1757,名詞,1
1758,代名詞,0
1759,代名詞,1
1760,代名詞,2
1761,名詞,0
1762,名詞,1
1763,助詞,0
1764,名詞,3
1765,感動詞,1
1766,動詞,0
1767,接続詞,1
1768,助動詞,0
1769,名詞,1
1770,助詞,1
1771,名詞,0
1772,動詞,0
1773,接続詞,0
1774,名詞,0
1775,名詞,1
1776,形状詞,0
1777,助動詞,0
1778,感動詞,1
1779,接続詞,1
1780,助動詞,1
1781,動詞,0
1782,接続詞,1
1783,名詞,0
1784,動詞,0
1785,副詞,3
1786,副詞,1
1787,接続詞,0
1788,名詞,1
1789,助詞,0
1790,名詞,1
1791,助詞,1
1792,名詞,0
1793,形状詞,1
1794,形容詞,3
1795,名詞,1
1796,名詞,2
1797,名詞,0
1798,動詞,0
1799,助詞,1
1800,代名詞,0
1801,代名詞,1
1802,代名詞,2
1803,代名詞,1
1804,代名詞,2
1805,名詞,2
1806,形容詞,1
1807,接続詞,1
1808,名詞,0
1809,助詞,0
1810,名詞,2
1811,助詞,0
1812,動詞,2
1813,助詞,0
1814,名詞,3
1815,助動詞,1
1816,動詞,2
1817,動詞,0
1818,動詞,0
1819,接続詞,0
1820,名詞,0
1821,助詞,0
1822,名詞,3
1823,助詞,0
1824,名詞,1
1825,名詞,3
1826,助詞,0
1827,名詞,3
1828,助詞,0
1829,接続詞,1
1830,名詞,0
1831,助詞,0
1832,名詞,1
1833,名詞,2
1834,名詞,0
1835,助動詞,10
1836,名詞,1
1837,接続詞,1
1838,動詞,2
1839,動詞,3
1840,動詞,0
1841,代名詞,1
1842,代名詞,2
1843,代名詞,1
1844,代名詞,2
1845,助詞,1
1846,助詞,0
1847,助動詞,1
1848,動詞,0
1849,助詞,1
1850,代名詞,0
1851,接続詞,1
1852,動詞,1
1853,助詞,1
1854,助詞,0
1855,形容詞,3
1856,助動詞,0
1857,助動詞,1
1858,動詞,1
1859,助詞,1
1860,形状詞,0
1861,名詞,1
1862,名詞,0
1863,名詞,2
1864,名詞,3
1865,接続詞,1
1866,動詞,0
1867,助詞,0
1868,助詞,0
1869,名詞,3
1870,名詞,1
1871,助詞,1
1872,名詞,0
1873,名詞,2
1874,名詞,0
1875,助動詞,0
1876,動詞,1
1877,名詞,2
1878,名詞,0
1879,助詞,0
1880,名詞,1
1881,形容詞,3
1882,形容詞,0
1883,代名詞,1
1884,代名詞,2
1885,代名詞,1
1886,代名詞,2
1887,助詞,1
1888,助詞,0
1889,動詞,0
1890,動詞,3
1891,助詞,0
1892,名詞,2
1893,助詞,0
1894,代名詞,2
1895,助詞,0
1896,名詞,3
1897,動詞,3
1898,助詞,1
1899,名詞,0
1900,助動詞,10
1901,名詞,3
1902,動詞,1
1903,動詞,1
1904,助詞,0
1905,名詞,3
1906,助詞,1
1907,名詞,0
1908,助詞,0
1909,名詞,1
1910,接続詞,1
1911,名詞,0
1912,助詞,0
1913,名詞,1
1914,動詞,2
1915,動詞,0
1916,接続詞,0
1917,名詞,0
1918,助詞,1
1919,名詞,0
1920,助詞,0
1921,助動詞,1
1922,名詞,0
1923,助動詞,1
1924,動詞,0
1925,助詞,1
1926,助詞,0
1927,動詞,1
1928,助詞,0
1929,代名詞,1
1930,助動詞,10
1931,名詞,3
1932,動詞,3
1933,助詞,0
1934,名詞,1
1935,形容詞,3
1936,形容詞,0
1937,名詞,0
1938,動詞,1
1939,接続詞,1
1940,動詞,0
1941,接続詞,0
1942,名詞,0
1943,助詞,0
1944,形容詞,1
1945,助動詞,0
1946,助詞,1
1947,動詞,0
1948,助詞,0
1949,接続詞,1
1950,形容詞,1
1951,動詞,0
1952,助動詞,00
1953,名詞,2
1954,助動詞,10
1955,動詞,1
1956,助詞,0
1957,名詞,1
1958,助詞,0
1959,感動詞,1
1960,接続詞,1
1961,動詞,2
1962,助詞,0
1963,助詞,0
1964,名詞,2
1965,名詞,3
1966,助詞,0
1967,助詞,0
1968,名詞,1
1969,名詞,2
1970,動詞,1
1971,接続詞,0
1972,名詞,0
1973,助詞,1
1974,名詞,0
1975,接頭辞,1
1976,接続詞,1
1977,副詞,1
1978,助詞,0
1979,接続詞,1
1980,動詞,2
1981,接続詞,1
1982,名詞,0
1983,名詞,1
1984,助詞,0
1985,名詞,2
1986,動詞,2
1987,感動詞,1
1988,助詞,0
1989,名詞,1
1990,名詞,2
1991,助詞,0
1992,名詞,2
1993,助詞,0
1994,接続詞,1
1995,動詞,1
1996,名詞,3
1997,名詞,1
1998,助詞,1
1999,名詞,0
2000,感動詞,0
2001,助詞,0
2002,接続詞,1
2003,名詞,0
2004,助詞,0
2005,接続詞,1
2006,名詞,0
2007,助詞,0
2008,助動詞,10
2009,動詞,0
2010,接続詞,1
2011,動詞,1
2012,動詞,1
2013,助詞,1
2014,助詞,0
2015,名詞,0
2016,名詞,1
2017,名詞,1
2018,助詞,0
2019,名詞,2
2020,感動詞,1
2021,名詞,1
2022,副詞,1
2023,名詞,1
2024,助詞,0
2025,名詞,2
2026,形容詞,1
2027,動詞,0
2028,助詞,0
2029,名詞,3
2030,名詞,2
2031,助詞,0
2032,名詞,2
2033,形容詞,3
2034,形容詞,0
2035,名詞,1
2036,名詞,1
2037,助詞,1
2038,名詞,0
2039,感動詞,0
2040,助動詞,1
2041,動詞,0
2042,助動詞,1
2043,動詞,0
2044,名詞,0
2045,動詞,3
2046,接続詞,1
2047,代名詞,1
2048,名詞,1
2049,助詞,0
2050,名詞,2
2051,助詞,1
2052,名詞,0
2053,助動詞,1
2054,動詞,0
2055,名詞,1
2056,助詞,0
2057,名詞,2
2058,形容詞,3
2059,接続詞,1
2060,動詞,1
2061,名詞,2
2062,助詞,0
2063,名詞,2
2064,助詞,0
2065,接続詞,1
2066,動詞,1
2067,形容詞,0
2068,名詞,1
2069,助詞,1
2070,名詞,0
2071,感動詞,0
2072,助詞,0
2073,接続詞,1
2074,動詞,1
2075,助詞,0
2076,接続詞,1
2077,動詞,1
2078,助詞,0
2079,助動詞,10
2080,動詞,2
2081,接続詞,0
2082,名詞,3
2083,代名詞,1
2084,代名詞,2
2085,接続詞,1
2086,動詞,0
2087,動詞,2
2088,接続詞,1
2089,名詞,1
2090,助詞,1
2091,名詞,0
2092,名詞,3
2093,接続詞,1
2094,助動詞,10
2095,動詞,0
2096,接続詞,1
2097,助動詞,10
2098,動詞,0
2099,助詞,0
2100,助詞,1
2101,名詞,2
2102,名詞,0
2103,連体詞,0
2104,接続詞,1
2105,動詞,1
2106,助詞,1
2107,助詞,0
2108,動詞,1
2109,副詞,1
2110,形容詞,1
2111,助動詞,10
2112,名詞,3
2113,接続詞,1
2114,形容詞,1
2115,接続詞,1
2116,名詞,2
2117,形容詞,1
2118,接続詞,0
2119,名詞,1
2120,助詞,0
2121,副詞,1
2122,動詞,0
2123,動詞,3
2124,助詞,0
2125,名詞,2
2126,連体詞,0
2127,助動詞,1
2128,名詞,2
2129,副詞,1
2130,名詞,0
2131,助詞,0
2132,名詞,2
2133,助詞,0
2134,名詞,1
2135,接続詞,1
2136,形容詞,1
2137,助動詞,0
2138,名詞,0
2139,形状詞,0
2140,代名詞,1
2141,代名詞,2
2142,助動詞,10
2143,名詞,3
2144,助詞,0
2145,名詞,2
2146,副詞,0
2147,動詞,1
2148,代名詞,0
2149,助詞,0
2150,助動詞,1
2151,助詞,0
2152,助動詞,1
2153,名詞,0
2154,助詞,0
2155,名詞,1
2156,動詞,0
2157,助詞,1
2158,名詞,0
2159,形容詞,1
2160,接続詞,1
2161,動詞,0
2162,助詞,0
2163,形容詞,1
2164,感動詞,1
2165,代名詞,1
2166,接続詞,1
2167,動詞,1
2168,形容詞,3
2169,名詞,1
2170,動詞,1
2171,名詞,2
2172,名詞,3
2173,名詞,0
2174,形状詞,0
2175,助動詞,1
2176,動詞,0
2177,名詞,1
2178,名詞,1
2179,名詞,0
2180,名詞,1
2181,接続詞,1
2182,形容詞,4
2183,助詞,0
2184,接続詞,1
2185,動詞,2
2186,副詞,1
2187,副詞,0
2188,助詞,0
2189,助詞,1
2190,名詞,2
2191,名詞,0
2192,連体詞,0
2193,助動詞,1
2194,動詞,0
2195,助詞,1
2196,代名詞,0
2197,接続詞,1
2198,助動詞,10
2199,動詞,0
2200,助詞,0
2201,助詞,1
2202,名詞,2
2203,名詞,0
2204,連体詞,0
2205,接続詞,1
2206,動詞,1
2207,助詞,1
2208,助詞,0
2209,動詞,1
2210,副詞,1
2211,形容詞,1
2212,助動詞,10
2213,名詞,3
2214,接続詞,1
2215,形容詞,1
2216,接続詞,1
2217,名詞,2
2218,形容詞,1
2219,接続詞,0
2220,名詞,1
2221,助詞,0
2222,副詞,1
2223,動詞,0
2224,動詞,3
2225,助詞,0
2226,名詞,2
2227,連体詞,0
2228,助動詞,1
2229,名詞,2
2230,副詞,1
2231,名詞,0
2232,助詞,0
2233,名詞,2
2234,助詞,0
2235,名詞,1
2236,動詞,3
2237,接続詞,1
2238,名詞,3
2239,代名詞,0
2240,形状詞,0
2241,動詞,1
2242,形容詞,5
2243,助詞,0
2244,名詞,1
2245,副詞,0
2246,動詞,1
2247,接続詞,1
2248,動詞,0
2249,動詞,4
2250,助詞,0
2251,助詞,1
2252,名詞,2
2253,名詞,0
2254,連体詞,0
2255,助動詞,0
2256,名詞,3
2257,助詞,0
2258,名詞,2
2259,連体詞,1
2260,動詞,3
2261,接続詞,1
2262,形容詞,1
2263,動詞,0
2264,助詞,0
2265,接続詞,1
2266,名詞,2
2267,助詞,0
2268,形容詞,1
2269,感動詞,1
2270,助詞,0
2271,代名詞,2
2272,助詞,0
2273,助詞,1
2274,副詞,1
2275,副詞,0
2276,接続詞,1
2277,名詞,2
2278,連体詞,0
2279,助詞,1
2280,動詞,0
2281,助詞,0
2282,動詞,1
2283,接続詞,0
2284,代名詞,2
2285,形容詞,1
2286,助動詞,10
2287,名詞,3
2288,形容詞,1
2289,動詞,1
2290,助詞,0
2291,名詞,1
2292,名詞,4
2293,動詞,3
2294,接続詞,1
2295,助動詞,1
2296,動詞,1
2297,接続詞,1
2298,動詞,0
2299,助詞,1
2300,助詞,0
2301,名詞,0
2302,名詞,1
2303,助詞,1
2304,助詞,0
2305,名詞,0
2306,名詞,1
2307,名詞,1
2308,助詞,0
2309,名詞,1
2310,動詞,0
2311,接続詞,1
2312,動詞,1
2313,助詞,0
2314,名詞,2
2315,代名詞,0
2316,助詞,1
2317,助詞,1
2318,助詞,0
2319,助詞,0
2320,助詞,0
2321,助詞,1
2322,動詞,2
2323,動詞,3
2324,動詞,0
2325,助詞,1
2326,動詞,0
2327,接続詞,0
2328,代名詞,1
2329,代名詞,2
2330,助詞,1
2331,助詞,0
2332,動詞,2
2333,接続詞,1
2334,感動詞,1
2335,副詞,3
2336,副詞,0
2337,接続詞,0
2338,名詞,1
2339,助詞,0
2340,名詞,1
2341,助詞,1
2342,助詞,0
2343,動詞,1
2344,助詞,0
2345,代名詞,1
2346,助詞,0
2347,助詞,1
2348,代名詞,0
2349,形容詞,1
2350,名詞,0
2351,名詞,2
2352,助詞,0
2353,助詞,1
2354,名詞,2
2355,名詞,0
2356,形容詞,0
2357,形容詞,0
2358,助詞,0
2359,名詞,4
2360,助詞,0
2361,名詞,2
2362,助動詞,0
2363,名詞,3
2364,接続詞,1
2365,動詞,0
2366,助詞,0
2367,助動詞,0
2368,代名詞,1
2369,助詞,0
2370,形容詞,2
2371,接続詞,1
2372,接続詞,1
2373,動詞,1
2374,助詞,0
2375,名詞,1
2376,助詞,0
2377,代名詞,1
2378,助詞,1
2379,助詞,0
2380,助動詞,10
2381,名詞,0
2382,助詞,1
2383,動詞,0
2384,接続詞,1
2385,動詞,1
2386,助動詞,10
2387,動詞,1
2388,代名詞,1
2389,代名詞,2
2390,名詞,0
2391,名詞,1
2392,動詞,0
2393,助詞,0
2394,名詞,1
2395,接続詞,1
2396,助動詞,1
2397,助動詞,1
2398,名詞,2
2399,名詞,0
2400,形容詞,0
2401,形容詞,0
2402,助動詞,10
2403,動詞,1
2404,助詞,0
2405,助詞,0
2406,代名詞,1
2407,代名詞,2
2408,助詞,1
2409,助動詞,0
2410,動詞,2
2411,接続詞,1
2412,動詞,1
2413,助詞,1
2414,名詞,0
2415,名詞,2
2416,助詞,0
2417,代名詞,2
2418,助詞,1
2419,助詞,0
2420,動詞,4
2421,名詞,2
2422,助詞,0
2423,代名詞,2
2424,助詞,0
2425,助詞,1
2426,動詞,0
2427,助詞,0
2428,名詞,2
2429,助詞,0
2430,名詞,2
2431,助詞,0
2432,名詞,3
2433,助詞,0
2434,名詞,1
2435,助動詞,1
2436,動詞,0
2437,助詞,0
2438,名詞,1
2439,助詞,0
2440,名詞,4
2441,動詞,1
2442,接続詞,0
2443,名詞,1
2444,助動詞,11
2445,動詞,1
2446,助詞,0
2447,名詞,1
2448,助詞,1
2449,助詞,0
2450,名詞,3
2451,名詞,3
2452,名詞,0
2453,助詞,0
2454,助詞,1
2455,名詞,2
2456,名詞,0
2457,動詞,2
2458,助詞,0
2459,助詞,0
2460,名詞,2
2461,名詞,3
2462,助詞,0
2463,副詞,1
2464,助詞,0
2465,名詞,1
2466,接続詞,0
2467,名詞,1
2468,名詞,0
2469,助動詞,0
2470,助動詞,1
2471,動詞,3
2472,動詞,0
2473,名詞,2
2474,名詞,0
2475,助動詞,1
2476,動詞,0
2477,接続詞,1
2478,動詞,2
2479,助詞,0
2480,名詞,1
2481,助詞,0
2482,名詞,1
2483,助詞,1
2484,名詞,0
2485,助詞,0
2486,名詞,1
2487,助詞,0
2488,名詞,1
2489,動詞,1
2490,接続詞,0
2491,名詞,2
2492,助動詞,11
2493,名詞,0
2494,助詞,0
2495,名詞,3
2496,助詞,1
2497,助詞,0
2498,名詞,3
2499,名詞,3
2500,名詞,0
2501,助詞,0
2502,助詞,1
2503,名詞,2
2504,名詞,0
2505,動詞,0
2506,形容詞,3
2507,形容詞,0
2508,助詞,0
2509,助詞,1
2510,名詞,2
2511,名詞,0
2512,助詞,1
2513,名詞,0
2514,助詞,0
2515,名詞,1
2516,助動詞,0
2517,名詞,3
2518,接続詞,1
2519,動詞,0
2520,動詞,3
2521,助詞,1
2522,名詞,0
2523,助詞,0
2524,名詞,1
2525,助詞,0
2526,名詞,1
2527,助詞,0
2528,助詞,1
2529,名詞,2
2530,名詞,0
2531,動詞,1
2532,名詞,0
2533,名詞,1
2534,形容詞,1
2535,接続詞,0
2536,名詞,1
2537,名詞,0
2538,接続詞,1
2539,名詞,0
2540,形容詞,1
2541,接続詞,0
2542,形状詞,0
2543,副詞,0
2544,副詞,1
2545,動詞,2
2546,接続詞,0
2547,名詞,3
2548,形容詞,5
2549,助詞,1
2550,助詞,0
2551,名詞,3
2552,名詞,3
2553,名詞,0
2554,助詞,0
2555,助詞,1
2556,名詞,2
2557,名詞,0
2558,動詞,1
2559,接続詞,0
2560,名詞,1
2561,助動詞,11
2562,動詞,1
2563,助詞,0
2564,名詞,1
2565,助詞,1
2566,助詞,0
2567,名詞,3
2568,名詞,3
2569,名詞,0
2570,助詞,0
2571,助詞,1
2572,名詞,2
2573,名詞,0
2574,動詞,2
2575,助詞,0
2576,助詞,0
